movieId,movieTitle,audience,screen,screening,movieRelease,movieGenre,movieNation,movieGrade,movieRuntime,movieScore,peopleVoted,movieDirector,movieActors,moviePlot,movieDirector_tokens,movieActors_tokens,movieTitle_tokens,moviePlot_tokens
598,티처스 라운지,"4,562",29,417,2023-12-27,드라마,독일,12세이상관람가,99,7.78,50,일커 카탁,알수없음,"모든 확신에는 증거가 필요하다 도난 사건이 빈번한 학교에 새로 부임한 신임 교사 ‘카를라’. 자기가 가르치는 이민자 아이가 범인으로 몰려 문제가 생기고, 그 와중에 교무실에서 동료 교사의 부정 행위를 목격하게 되면서 스스로 해결책을 찾고자 노트북 카메라를 켜 둔 채 지갑을 옷에 두고 수업에 들어간다. 예상대로 지갑의 돈이 사라지고 카메라에는 돈을 가져간 사람의 블라우스가 찍혀 있었다. 하지만 잘못된 것을 바로 잡으려고 했던 일들은 오히려 카를라가 숨 쉴 수 없을 정도의 더 큰 시련으로 조여오기 시작하는데… 지키느냐, 무너지느냐, 선택해야 한다!",['일커 카탁'],[],"['티처스', '라운지']","['모든', '확신', '에는', '증거', '가', '필요하다', '도난', '사건', '이', '빈번', '한', '학교', '에', '새로', '부임', '한', '신임', '교사', '카를', '라', '자기', '가', '가르치는', '이민자', '아이', '가', '범인', '으로', '몰려', '문제', '가', '생기', '고', '그', '와중', '에', '교무', '실', '에서', '동료', '교사', '의', '부정', '행위', '를', '목격', '하게', '되면서', '스스로', '해결', '책', '을', '찾고자', '노트북', '카메라', '를', '켜', '둔', '채', '지갑', '을', '옷', '에', '두고', '수업', '에', '들어간다', '예상', '대로', '지갑', '의', '돈', '이', '사라지고', '카메라', '에는', '돈', '을', '가져간', '사람', '의', '블라우스', '가', '찍혀', '있었다', '하지만', '잘', '못', '된', '것', '을', '바로', '잡으려고', '했던', '일', '들', '은', '오히려', '카를', '라가', '숨', '쉴', '수', '없을', '정도', '의', '더', '큰', '시련', '으로', '조여', '오기', '시작', '하는데', '지키느냐', '무너지느냐', '선택', '해야', '한다']"
599,에반게리온 신극장판: Q,"4,529",26,288,2022-10-14,애니메이션,일본,15세이상관람가,95,7.92,26,"안노 히데아키,츠루마키 카즈야,마사유키,마에다 마히로",알수없음,"14년의 세월을 지나 깨어난 신지는, 미사토 등 전 네르프 대원들이 결성한 반네르프 조직 “빌레“의 전함 AAA 분더에 있다. 초호기에서 발견된 것은 신지 혼자였고, 아야나미 레이는 없었다. 하지만 신지 탈환을 위해 급습해 온 에반게리온 마크 나인으로부터 레이의 목소리를 들은 신지는 분더를 떠나 네르프로 향한다. 그곳에서 만난 나기사 카오루는 신지에게 변해버린 대지의 모습을 보여주고, 신지는 레이를 구한 것이 지구에 대재앙을 가져온 “니어 서드 임팩트“를 초래했다는 것을 알게 된다.","['안노 히데아키', '츠루마키 카즈야', '마사유키', '마에다 마히로']",[],"['에반게리온', '신', '극장판', 'Q']","['14년', '의', '세월', '을', '지나', '깨어난', '신지', '는', '미사', '토', '등', '전', '네르프', '대원', '들', '이', '결성', '한', '반', '네', '르프', '조직', '빌레', '의', '전함', 'AAA', '분더', '에', '있다', '초', '호기', '에서', '발견', '된', '것', '은', '신지', '혼자', '였고', '아야나미', '레이', '는', '없었다', '하지만', '신지', '탈환', '을', '위해', '급습', '해', '온', '에반게리온', '마크', '나인', '으로부터', '레이', '의', '목소리', '를', '들은', '신지', '는', '분더', '를', '떠나', '네르프', '로', '향', '한다', '그', '곳', '에서', '만난', '나기사', '카오루', '는', '신지', '에게', '변해', '버린', '대지', '의', '모습', '을', '보여주고', '신지', '는', '레이', '를', '구한', '것', '이', '지구', '에', '대재앙', '을', '가져온', '니', '어', '서드', '임팩트', '를', '초래', '했다는', '것', '을', '알', '게', '된다']"
600,킹덤2: 아득한 대지로,"4,526",112,953,2022-11-16,"액션,전쟁",미국,15세이상관람가,133,7.6,111,사토 신스케,"야마자키 켄토,요시자와 료,하시모토 칸나,오카야마 아마네","‘영정’이 진나라의 왕좌를 탈환한 지 반년 후, 경쟁국 위나라가 침공을 감행한다. 이에 진나라의 군사들은 국경으로 향하고, 천하대장군을 꿈꾸는 소년 ‘신’은 보병으로 첫 전쟁에 뛰어든다. 열세 속에 아군이 절반 이상 전사한 최악의 전황! 그러나, 신이 속한 대대를 지휘하는 표공 장군은 계속해서 무모한 돌격 명령을 내리는데…",['사토 신스케'],"['야마자키 켄토', '요시자와 료', '하시모토 칸나', '오카야마 아마네']","['킹덤', '2', '아득한', '대지', '로']","['영정', '이', '진나라', '의', '왕좌', '를', '탈환', '한', '지', '반년', '후', '경쟁', '국', '위나라', '가', '침공', '을', '감행', '한다', '이', '에', '진나라', '의', '군사', '들', '은', '국경', '으로', '향', '하고', '천하', '대장군', '을', '꿈꾸는', '소년', '신은', '보병', '으로', '첫', '전쟁', '에', '뛰어든다', '열세', '속', '에', '아군', '이', '절반', '이상', '전사', '한', '최악', '의', '전황', '그러나', '신', '이', '속', '한', '대대', '를', '지휘', '하는', '표공', '장군', '은', '계속', '해서', '무모한', '돌격', '명령', '을', '내리는데']"
601,리턴 투 서울,"4,507",59,761,2023-05-03,드라마,프랑스,15세이상관람가,119,7.33,27,데이비 추,"박지민,오광록,김선영,허진,손승범","“ 다시 서울로 돌아가요 당장! ” 우연히 자신이 태어난 서울로 리턴한 25세 프레디, 어쩌다 한국 부모를 찾으면서 시작된 어쩌면 운명적인 여정",['데이비 추'],"['박지민', '오광록', '김선영', '허진', '손승범']","['리턴', '투', '서울']","['다시', '서울', '로', '돌아가요', '당장', '우연히', '자신', '이', '태어난', '서울', '로', '리턴', '한', '25', '세', '프레디', '어쩌다', '한국', '부모', '를', '찾으면서', '시작', '된', '어쩌면', '운명', '적', '인', '여정']"
602,백남준: 달은 가장 오래된 TV,"4,454",33,545,2023-12-06,다큐멘터리,한국,12세이상관람가,110,8.07,15,어맨다 킴,"백남준,스티븐 연","""달을 발견했어요 텔레비전에서 우연히요 가장 오래된 텔레비전은 달이에요” ‘모두가 자신의 채널을 갖는’ 현재를 예견한 20세기 최초의 디지털 크리에이터, 과거를 거슬러 미래를 탐험한 ‘백남준’의 모든 시간을 기록한 반드시 구독해야 할 올해의 채널",['어맨다 킴'],"['백남준', '스티븐 연']","['백남준', '달', '은', '가장', '오래된', 'TV']","['달', '을', '발견', '했어요', '텔레비전', '에서', '우연히', '요', '가장', '오래된', '텔레비전', '은', '달이', '에요', '모두', '가', '자신', '의', '채널', '을', '갖는', '현재', '를', '예견', '한', '20', '세기', '최초', '의', '디지털', '크리에이터', '과거', '를', '거슬러', '미래', '를', '탐험', '한', '백남준', '의', '모든', '시간', '을', '기록', '한', '반드시', '구독', '해야', '할', '올해', '의', '채널']"
603,프랑스,"9,950",52,681,2022-01-13,드라마,프랑스,12세이상관람가,133,7.4,115,브루노 뒤몽,"레아 세이두,벤자민 비올레이","“진짜일까? 당신이 보는 나.” 24시간 뉴스채널 간판스타 ‘프랑스 드 뫼르’, 그녀가 있는 뉴스라는 논픽션의 세계에 픽션들이 넘쳐난다. 무엇이 진실이고 무엇이 거짓인가? 그녀의 세계가 무너진다.",['브루노 뒤몽'],"['레아 세이두', '벤자민 비올레이']",['프랑스'],"['진짜', '일까', '당신', '이', '보는', '나', '24시간', '뉴스', '채널', '간판', '스타', '프랑스', '드', '뫼르', '그녀', '가', '있는', '뉴스', '라는', '논픽션', '의', '세계', '에', '픽션', '들', '이', '넘쳐', '난다', '무엇', '이', '진실', '이고', '무엇', '이', '거짓', '인가', '그녀', '의', '세계', '가', '무너진다']"
604,사랑 후의 두 여자,"4,827",55,765,2022-03-30,드라마,영국,15세이상관람가,90,7.96,24,알림 칸,"조안나 스캔란,나탈리 리차드","""남편과 결혼하려고 아무나 못하는 일을 했어요"" 사랑을 위해 종교까지 바꾸며 모든 것을 믿었던 영국 여자 '메리' ""우린 결혼도, 이혼도 안했어요. 함께지만 함께가 아니죠"" 사랑을 위해 결혼을 포기하며 모든 것을 바친 프랑스 여자 '쥬느' 사랑이 떠난 뒤 바스러진 절벽에서 비로소 서로의 손을 맞잡은 두 여성 항해사였던 남편의 갑작스러운 죽음 이후, 부인 메리는 슬픔을 채 추스르기도 전에 우연히 그에게 숨겨진 가족이 있다는 비밀을 알게 되고 큰 충격에 휩싸인다. 프랑스에서 남편의 또 다른 가족인 쥬느를 만나 진실을 밝히려 하지만 자신을 청소부로 착각한 쥬느로 인해 의도치 않게 많은 이야기를 듣고 말하게 되는데…",['알림 칸'],"['조안나 스캔란', '나탈리 리차드']","['사랑', '후의', '두', '여자']","['남편', '과', '결혼', '하려고', '아무나', '못', '하는', '일', '을', '했어요', '사랑', '을', '위해', '종교', '까지', '바꾸며', '모든', '것', '을', '믿었던', '영국', '여자', '메리', '우린', '결혼', '도', '이혼', '도', '안', '했어요', '함께지만', '함께가', '아니죠', '사랑', '을', '위해', '결혼', '을', '포기', '하며', '모든', '것', '을', '바친', '프랑스', '여자', '쥬느', '사랑', '이', '떠난', '뒤', '바스러진', '절벽', '에서', '비로소', '서로', '의', '손', '을', '맞', '잡은', '두', '여성', '항해사', '였던', '남편', '의', '갑작스러운', '죽음', '이후', '부인', '메리', '는', '슬픔', '을', '채', '추', '스르', '기도', '전', '에', '우연히', '그', '에게', '숨겨진', '가족', '이', '있다는', '비밀', '을', '알', '게', '되고', '큰', '충격', '에', '휩싸인다', '프랑스', '에서', '남편', '의', '또', '다른', '가족', '인', '쥬느', '를', '만나', '진실', '을', '밝히려', '하지만', '자신', '을', '청소부', '로', '착각', '한', '쥬느', '로', '인해', '의도', '치', '않게', '많은', '이야기', '를', '듣고', '말', '하게', '되는데']"
605,익스트림 페스티벌,"4,424",42,492,2023-06-07,"코미디,드라마",한국,12세이상관람가,94,8.06,18,김홍기,"김재화,조민재,박강섭","개최 일주일 전 갑자기 정종 문화제에서 연산군 문화제로 바뀐 망진의 지역 축제. 스타트업 대표 ‘혜수’는 축제를 무사히 진행시키기 위해 고군분투한다. 그런데! 무늬만 이사 ‘상민’은 퇴사한 직원 ‘래오’를 알바로 데려오고, 축제 당일 현지에서 뽑은 인턴 ‘은채’는 과하게 열정적이다. 설상가상…! 축제의 막이 오르기 직전 객석은 텅 비고, 초대가수는 펑크 나고, 지역 극단은 보이콧을 선언하는데… 맘대로 되는 게 하나도 없는 이 죽일 놈의 축제 그래도 축제는 계속돼야 한다! 반드시!",['김홍기'],"['김재화', '조민재', '박강섭']","['익스트림', '페스티벌']","['개최', '일주일', '전', '갑자기', '정종', '문화제', '에서', '연산군', '문화제', '로', '바뀐', '망', '진의', '지역', '축제', '스타트업', '대표', '혜수', '는', '축제', '를', '무사히', '진행', '시키기', '위해', '고군', '분투', '한', '다', '그런데', '무늬', '만', '이사', '상민', '은', '퇴사', '한', '직원', '래', '오를', '알바로', '데려오고', '축제', '당일', '현지', '에서', '뽑은', '인턴', '은', '채는', '과', '하게', '열정', '적', '이다', '설상가상', '축제', '의', '막', '이', '오르기', '직전', '객석', '은', '텅', '비고', '초대', '가수', '는', '펑크', '나고', '지역', '극단', '은', '보이콧', '을', '선언', '하는데', '맘대로', '되는', '게', '하나', '도', '없는', '이', '죽일', '놈', '의', '축제', '그래도', '축제', '는', '계속', '돼야', '한다', '반드시']"
606,코코순이,"4,415",50,425,2022-08-25,다큐멘터리,한국,전체관람가,125,9.59,37,이석재,알수없음,"1942년 5월, 조선군사령부의 제안으로 일명 파파상, 마마상 부부가 전국을 돌며 취업을 빌미로 부상 병사들을 돌볼 여성을 모집해 부산, 대만, 싱가포르를 거쳐 미얀마에 위치한 일본군‘위안부’ 수용소로 보낸다. 1944년 8월, 연합군과 중국군에 밀린 일본군과 붙잡힌 조선인 여성들은 연합국의 포로가 되어 통역도 없이 일어와 영어로 심문 받은 후 인도 각지로 흩어진다. 그리고 발견된 이들 조선인’위안부’ 20명에 대해 기록한 미 전시정보국 49번 심문보고서에는 “조선인’위안부’는 돈 벌이에 나선 매춘부”라는 것. 20명 중 행적을 알 수 있는 단 한 명, ‘코코순이’라는 이름의 단서를 추적해 왜곡된 기록 속에 감춰진 진실을 밝힌다! 우리는 역사를 기억해야 한다. 과거에도, 현재에도 저들은 거짓을 말하고 있다!",['이석재'],[],"['코코', '순이']","['1942년', '5월', '조선군사령부', '의', '제안', '으로', '일명', '파파', '상', '마마', '상', '부부', '가', '전국', '을', '돌', '며', '취업', '을', '빌', '미로', '부상', '병사', '들', '을', '돌볼', '여성', '을', '모집', '해', '부산', '대만', '싱가포르', '를', '거쳐', '미얀마', '에', '위치', '한', '일본군', '위안부', '수용', '소로', '보낸다', '1944년', '8월', '연합군', '과', '중국군', '에', '밀린', '일본군', '과', '붙잡힌', '조선인', '여성', '들', '은', '연합국', '의', '포로', '가', '되어', '통역', '도', '없이', '일어', '와', '영어', '로', '심문', '받은', '후', '인도', '각지', '로', '흩어진다', '그리고', '발견', '된', '이', '들', '조선인', '위안부', '20', '명', '에', '대해', '기록', '한', '미', '전', '시정', '보국', '49', '번', '심문', '보고서', '에는', '조선인', '위안부', '는', '돈', '벌이', '에', '나선', '매춘부', '라는', '것', '20', '명', '중', '행적', '을', '알', '수', '있는', '단', '한', '명', '코코', '순이', '라는', '이름', '의', '단서', '를', '추적', '해', '왜곡', '된', '기록', '속', '에', '감춰진', '진실', '을', '밝힌다', '우리', '는', '역사', '를', '기억', '해야', '한다', '과거', '에도', '현재', '에도', '저', '들', '은', '거짓', '을', '말', '하고', '있다']"
607,해시태그 시그네,"4,411",59,691,2023-01-11,"멜로/로맨스,코미디",노르웨이,15세이상관람가,97,7.32,75,크리스토퍼 보글리,알수없음,"카페 바리스타로 따분한 인생을 살던 '시그네'에겐 행위 예술가로 매거진 표지를 장식한 남자친구 '토마스'가 있다. 점점 유명해지는 '토마스' 옆에서 자꾸만 소외당하던 '시그네'는 인터넷에서 발견한 정체불명의 알약으로 남자친구의 사랑은 물론, 세상의 관심까지 독차지할 황당한 계획을 세운다.",['크리스토퍼 보글리'],[],"['해시태그', '시', '그네']","['카페', '바리스타', '로', '따분한', '인생', '을', '살던', '시', '그네', '에겐', '행위', '예술가', '로', '매거진', '표지', '를', '장식', '한', '남자친구', '토마스', '가', '있다', '점점', '유명해지는', '토마스', '옆', '에서', '자꾸만', '소외', '당하던', '시', '그네', '는', '인터넷', '에서', '발견', '한', '정체', '불명', '의', '알약', '으로', '남자친구', '의', '사랑', '은', '물론', '세상', '의', '관심', '까지', '독차지', '할', '황당한', '계획', '을', '세운다']"
608,콜 미 바이 유어 네임,"230,832",38,199,2018-03-22,"드라마,멜로/로맨스",이탈리아,청소년관람불가,132,9.09,940,루카 구아다니노,"티모시 샬라메,아미 해머,마이클 스털버그,아미라 캐사,에스더 가렐","1983년 이탈리아, 열 일곱 소년 Elio(티모시 샬라메)는 아름다운 햇살이 내리쬐는 가족 별장에서 여름이 끝나기만을 기다리고 있다 어느 오후, 스물 넷 청년 Oliver(아미 해머)가 아버지(마이클 스털버그)의 보조 연구원으로 찾아오면서 모든 날들이 특별해지는데... Elio의 처음이자 Oliver의 전부가 된 그 해, 여름보다 뜨거웠던 사랑이 펼쳐진다",['루카 구아다니노'],"['티모시 샬라메', '아미 해머', '마이클 스털버그', '아미라 캐사', '에스더 가렐']","['콜', '미', '바이', '유', '어', '네', '임']","['1983년', '이탈리아', '열', '일곱', '소년', 'Elio', '티모시', '샬라메', '는', '아름다운', '햇살', '이', '내리쬐는', '가족', '별장', '에서', '여름', '이', '끝나기만을', '기다리고', '있다', '어느', '오후', '스물', '넷', '청년', 'Oliver', '아미', '해머', '가', '아버지', '마이클', '스털버그', '의', '보조', '연구원', '으로', '찾아오면서', '모든', '날', '들', '이', '특별해지는데', 'Elio', '의', '처음', '이자', 'Oliver', '의', '전부', '가', '된', '그', '해', '여름', '보다', '뜨거웠던', '사랑', '이', '펼쳐진다']"
609,첫번째 아이,"4,394",59,601,2022-11-10,드라마,한국,12세이상관람가,93,8.89,18,허정재,"박하선,오동민,오민애,안민영,공성하,허수민,임형국,서석규,전국향,고관재,진재희,이천희,김계형,정연심,윤세현,김채원,김수경,유병선,박지수,장대욱","첫 아이가 태어나고 일 년 후 ‘정아’는 회사에 복직한다. 사회초년생 ‘지현’은 계약 연장을 위해 ‘정아’의 자리를 꿰차려 하고 타지에서 가족의 생계를 책임져야 하는 ‘화자’는 ‘정아’의 첫번째 아이를 돌보게 된다. 그러던 어느 날, ‘정아’는 아이가 사라졌다는 연락을 받고 세 여자는 ‘정아’의 첫 아이로 얽히고설킨다. 여자들에게 아이는 문제일까? 답일까? 모두가 풀고 싶은 그녀들의 딜레마를 만난다",['허정재'],"['박하선', '오동민', '오민애', '안민영', '공성하', '허수민', '임형국', '서석규', '전국향', '고관재', '진재희', '이천희', '김계형', '정연심', '윤세현', '김채원', '김수경', '유병선', '박지수', '장대욱']","['첫', '번째', '아이']","['첫', '아이', '가', '태어나고', '일', '년', '후', '정아', '는', '회사', '에', '복직', '한다', '사회', '초년', '생', '지현', '은', '계약', '연장', '을', '위해', '정아', '의', '자리', '를', '꿰', '차려', '하고', '타지', '에서', '가족', '의', '생계', '를', '책임져야', '하는', '화', '자', '는', '정아', '의', '첫', '번째', '아이', '를', '돌보게', '된다', '그러던', '어느', '날', '정아', '는', '아이', '가', '사라졌다는', '연락', '을', '받고', '세', '여자', '는', '정아', '의', '첫', '아이', '로', '얽히고', '설킨', '다', '여자', '들', '에게', '아이', '는', '문', '제일', '까', '답', '일까', '모두', '가', '풀', '고', '싶은', '그녀', '들', '의', '딜레마', '를', '만난다']"
610,위대한 작은 농장,"4,577",31,481,2023-06-14,다큐멘터리,미국,전체관람가,91,8.88,16,존 체스터,"존 체스터,몰리 체스터","위대한 자연 속 작은 농장이 안내할 미래의 희망! LA 도심 속 아파트에 살던 신혼부부 감독 존과 요리사 몰리. 안락사 위기에서 구한 반려견 토드가 밤낮 없이 짖어 이웃들로부터 쫓겨날 위기에 처한다. 이들은 과감하게 도시를 떠나 자연과 함께하는 전통식 농장을 짓기로 결심하고, 축구장 100배 면적의 척박한 황무지를 변화시킬 무모한 도전을 시작한다!",['존 체스터'],"['존 체스터', '몰리 체스터']","['위대한', '작은', '농장']","['위대한', '자연', '속', '작은', '농장', '이', '안', '내', '할', '미래', '의', '희망', 'LA', '도심', '속', '아파트', '에', '살던', '신혼부부', '감독', '존', '과', '요리사', '몰리', '안락사', '위기', '에서', '구한', '반려견', '토드', '가', '밤낮', '없이', '짖어', '이웃', '들', '로부터', '쫓겨날', '위기', '에', '처', '한다', '이', '들', '은', '과감', '하게', '도시', '를', '떠나', '자연', '과', '함께', '하는', '전통', '식', '농장', '을', '짓기로', '결심', '하고', '축구장', '100', '배', '면적', '의', '척박한', '황무지', '를', '변화', '시킬', '무모한', '도전', '을', '시작', '한', '다']"
611,킹덤 3: 운명의 불꽃,"4,368",137,888,2024-01-17,"액션,전쟁",일본,15세이상관람가,129,7.3,10,사토 신스케,"야마자키 켄토,요시자와 료,하시모토 칸나","운명에 이끌려 때가 왔다! 멸망의 위기에 맞서 싸워라! 천하대장군을 꿈꾸는 소년 ‘신’, 조나라가 10만 대군을 이끌고 진나라에 침공을 강행하자 보병대로 전쟁에 출전한다. 진나라가 요충지까지 함락당하며 멸망의 위기에 놓인 그때, ‘신’은 전설의 천하대장군 ‘왕기’에게 100인 부대의 대장으로 임명되어 특수한 임무를 하달받는다. 단 100명의 비신대를 이끌고 적진에 침투하라! ‘신’과 동료들은 목숨을 건 운명의 전투를 시작하는데…!",['사토 신스케'],"['야마자키 켄토', '요시자와 료', '하시모토 칸나']","['킹덤', '3', '운명', '의', '불꽃']","['운명', '에', '이끌려', '때', '가', '왔다', '멸망', '의', '위기', '에', '맞서', '싸워라', '천하', '대장군', '을', '꿈꾸는', '소년', '신', '조나라', '가', '10만', '대군', '을', '이끌고', '진나라', '에', '침공', '을', '강행', '하자', '보병', '대로', '전쟁', '에', '출전', '한다', '진나라', '가', '요충지', '까지', '함락', '당하며', '멸망', '의', '위기', '에', '놓인', '그때', '신은', '전설', '의', '천하', '대장군', '왕기', '에게', '100', '인', '부대', '의', '대장', '으로', '임명', '되어', '특수한', '임무', '를', '하달', '받는다', '단', '100', '명의', '비신', '대', '를', '이끌고', '적진', '에', '침투', '하', '라', '신', '과', '동료', '들', '은', '목숨', '을', '건', '운명', '의', '전투', '를', '시작', '하는데']"
612,보일링 포인트,"4,358",41,606,2022-08-04,"스릴러,드라마",영국,15세이상관람가,95,7.64,56,필립 바랜티니,"스티븐 그레이엄,제이슨 플레밍","365일 중 가장 바쁜 크리스마스, 런던의 고급 레스토랑. 셰프 ‘앤디’는 사고 없이 음식과 직원, 손님 모두를 살펴야 한다. 쏟아지는 주문으로 정신없는 가운데 반갑지 않은 위생 관리관의 급습과 입맛 까다로운 평론가의 눈치까지 보게 되고, 여기에 상황을 아는지 모르는지 직원들은 서로 싸우기까지 한다. 도저히 통제되지 않는 현장에 ‘앤디’는 점점 끓어오르기 시작하는데… 단 한 번의 테이크로 질주하는 키친 서스펜스를 경험하라!",['필립 바랜티니'],"['스티븐 그레이엄', '제이슨 플레밍']","['보', '일링', '포인트']","['365일', '중', '가장', '바쁜', '크리스마스', '런던', '의', '고급', '레스토랑', '셰프', '앤디', '는', '사고', '없이', '음식', '과', '직원', '손님', '모두', '를', '살펴야', '한다', '쏟아지는', '주문', '으로', '정신', '없는', '가운데', '반갑지', '않은', '위생', '관리', '관', '의', '급습', '과', '입맛', '까다로운', '평론가', '의', '눈치', '까지', '보게', '되고', '여기', '에', '상황', '을', '아는지', '모르는지', '직원', '들', '은', '서로', '싸우기까지', '한다', '도저히', '통제', '되지', '않는', '현장', '에', '앤디', '는', '점점', '끓어', '오르기', '시작', '하는데', '단', '한', '번의', '테이크', '로', '질주', '하는', '키친', '서스펜스', '를', '경험', '하라']"
613,매트릭스: 리저렉션,"213,693",4,25,2021-12-22,"액션,SF",미국,15세이상관람가,147,6.09,664,라나 워쇼스키,"키아누 리브스,캐리 앤 모스,닐 패트릭 해리스,제이다 핀켓 스미스,야히아 압둘 마틴 2세,조나단 그로프,프리얀카 초프라","토마스 앤더슨은 ‘자신’의 현실이 물리적 구성개념인지 아니면 정신적 구성개념인지 알아내기 위해 이번에도 흰 토끼를 따라가야 한다. 토마스, 아니 네오가 배운 게 있다면 비록 환상이라 할지라도 선택이야말로 매트릭스를 탈출할 유일한 길이라는 것이다. 물론 네오는 무엇을 해야 할지 이미 알고 있다. 그가 아직 모르는 사실은 이 새로운 버전의 매트릭스가 그 어느 때보다도 강력하고, 확고부동하고, 위험하다는 것이다. 평범한 일상과 그 이면에 놓여 있는 또 다른 세계, 두 개의 현실이 존재하는 세상에서 운명처럼 인류를 위해 다시 깨어난 구원자 네오. 빨간 약과 파란 약 중 어떤 것을 선택할 것인가?",['라나 워쇼스키'],"['키아누 리브스', '캐리 앤 모스', '닐 패트릭 해리스', '제이다 핀켓 스미스', '야히아 압둘 마틴 2세', '조나단 그로프', '프리얀카 초프라']","['매트릭스', '리저렉션']","['토마스', '앤더슨', '은', '자신', '의', '현실', '이', '물리', '적', '구', '성', '개념', '인지', '아니면', '정신', '적', '구', '성', '개념', '인지', '알아내기', '위해', '이번', '에도', '흰', '토끼', '를', '따라가야', '한다', '토마스', '아니', '네오', '가', '배운', '게', '있다면', '비록', '환상', '이라', '할지라도', '선택', '이야말로', '매트릭스', '를', '탈출', '할', '유일한', '길이', '라는', '것', '이다', '물론', '네오', '는', '무엇', '을', '해야', '할지', '이미', '알', '고', '있다', '그', '가', '아직', '모르는', '사실', '은', '이', '새로운', '버전', '의', '매트릭스', '가', '그', '어느', '때', '보다도', '강력하고', '확고', '부동', '하고', '위험하다는', '것', '이다', '평범한', '일상', '과', '그', '이면', '에', '놓여', '있는', '또', '다른', '세계', '두', '개', '의', '현실', '이', '존재', '하는', '세상', '에서', '운명', '처럼', '인류', '를', '위해', '다시', '깨어난', '구원', '자', '네오', '빨간', '약과', '파란', '약', '중', '어떤', '것', '을', '선택', '할', '것', '인가']"
615,퀴어 마이 프렌즈,"4,324",38,512,2023-08-09,"다큐멘터리,드라마,가족",한국,12세이상관람가,81,8.0,8,서아현,서아현,진정한 자신을 찾기 위해 몸부림치는 ‘강원’과 한 번도 자신에 대해 질문 하지 않았던 ‘아현’ 언럭키한 서로의 인생에 럭키한 우정이 찾아왔다! 삶의 배경도 성 정체성도 모두 다른 두 친구의 현실공감 100% 짠함 200% 사랑스러움 MAX 서로의 세상을 넓혀가는 삐뚤빼뚤 성장담,['서아현'],['서아현'],"['퀴어', '마이', '프렌즈']","['진정한', '자신', '을', '찾기', '위해', '몸부림', '치는', '강원', '과', '한', '번', '도', '자신', '에', '대해', '질문', '하지', '않았던', '아현', '언럭키', '한', '서로', '의', '인생', '에', '럭키', '한', '우정', '이', '찾아왔다', '삶', '의', '배경', '도', '성', '정체', '성도', '모두', '다른', '두', '친구', '의', '현실', '공감', '100', '짠함', '200', '사랑스러', '움', 'MAX', '서로', '의', '세상', '을', '넓혀가는', '삐뚤빼뚤', '성', '장담']"
616,이터널 메모리,"4,317",42,551,2023-09-20,다큐멘터리,칠레,전체관람가,85,7.85,13,마이테 알베르디,알수없음,"시간마저 뛰어 넘은 영원한 사랑, 이토록 위대한 기억의 재구성! 칠레의 저명한 저널리스트이자 피노체트 정권의 범죄를 기록한 작가 아우구스토와 배우이자 활동가이며 문화부장관을 역임한 파울리나는 25년간 사랑을 이어온 백발의 연인이다. 8년 전 아우구스토가 알츠하이머 판정을 받은 이후, 악화되고 있는 병세 앞에 무기력함을 느낀다. 그러나 파울리나는 아우구스토가 끝까지 스스로를 잃어버리지 않도록, 타협하지 않는 헌신으로 함께 치열하게 싸우고자 한다. 서로의 얼굴을 어루만지는 손길을 따라 주름 하나하나에 애정과 슬픔의 기억들을 채우고, 인생이라는 극에서 천천히 퇴장하고 있는 그들의 깊고 진한 사랑은 절찬리 진행 중이다.",['마이테 알베르디'],[],"['이', '터널', '메모리']","['시간', '마저', '뛰어', '넘은', '영원한', '사랑', '이', '토록', '위대한', '기억', '의', '재', '구성', '칠레', '의', '저명한', '저널리스트', '이자', '피노체트', '정권', '의', '범죄', '를', '기록', '한', '작가', '아우', '구', '스토', '와', '배우', '이자', '활동가', '이며', '문화', '부', '장관', '을', '역임', '한', '파울', '리나', '는', '25년', '간', '사랑', '을', '이어', '온', '백발', '의', '연인', '이다', '8년', '전', '아우', '구', '스토', '가', '알츠하이머', '판정', '을', '받은', '이후', '악화', '되고', '있는', '병세', '앞', '에', '무기', '력', '함', '을', '느낀다', '그러나', '파울', '리나', '는', '아우', '구', '스토', '가', '끝', '까지', '스스로', '를', '잃어버리지', '않도록', '타협', '하지', '않는', '헌신', '으로', '함께', '치열하게', '싸우고자', '한다', '서로', '의', '얼굴', '을', '어루만지는', '손길', '을', '따라', '주름', '하나', '하나', '에', '애정', '과', '슬픔', '의', '기억', '들', '을', '채우고', '인생', '이라는', '극', '에서', '천천히', '퇴장', '하고', '있는', '그', '들', '의', '깊고', '진한', '사랑', '은', '절찬', '리', '진행', '중이', '다']"
