movieId,movieTitle,audience,screen,screening,movieRelease,movieGenre,movieNation,movieGrade,movieRuntime,movieScore,peopleVoted,movieDirector,movieActors,moviePlot,movieTitle_tokens,movieGenre_tokens,movieDirector_tokens,movieActors_tokens,audience_density,likes,views,like_view_ratio,moviePlot_tokens
316,무명,22443,201,2050,2023-04-26,"스릴러,액션",중국,15세이상관람가,132,7.71,92,청어,"양조위,왕이보,주신,장정의","1941년 일본은 진주만을 기습 공격하고, 상하이를 점령한다. 이에 맞서 상하이에서는 비밀 결사가 결성되고, 정체를 감춘 채 일본 조직 내 침투한 요원들은 비밀리에 첩보 작전을 펼치지만 반역자들의 계속되는 방해로 인해 위험에 놓이는데…. 누가 누구의 적인지도 알 수 없고, 오늘의 동료마저 믿을 수 없는 혼란의 시대, 이름 없는 스파이들의 소리 없는 싸움이 시작된다.",['무명'],"['스릴러', '액션']",['청어'],"['양조위', '왕이보', '주신', '장정의']",10.94780487804878,0,0,,"['1941년', '일본', '진주', '만을', '기습', '공격', '상하이', '점령', '맞서', '상하이', '에서는', '비밀', '결사', '결성', '되고', '정체', '감춘', '일본', '조직', '침투', '요원', '비밀리', '첩보', '작전', '펼치지만', '반', '역자', '계속', '되는', '방해', '위험', '놓이는데', '누가', '인지도', '알', '없고', '오늘', '동료', '믿을', '없는', '혼란', '시대', '이름', '없는', '스파이', '소리', '없는', '싸움', '시작']"
317,귀멸의 칼날: 아사쿠사 편,22388,124,2145,2022-08-25,애니메이션,일본,15세이상관람가,103,7.16,86,소토자키 하루오,알수없음,"귀살대에 입대한 탄지로는 매일 소녀가 실종된다고 하는 마을로 향한다. 혈귀의 냄새는 나지만 그 모습을 찾을 수 없는 가운데, 새로운 소녀에게 혈귀의 손이 다가온다. 그다음으로 탄지로가 방문한 곳은 아사쿠사. 화려한 도시와 즐비한 상점에 당황하는 탄지로는 그곳에서 혈귀의 냄새를 찾아낸다. 그 냄새는 인간을 혈귀로 바꿀 수 있는 유일한 존재이자 탄지로의 숙적이기도 한 키부츠지 무잔의 것이었다. 이윽고 탄지로의 앞에 타마요와 유시로가 나타나는데…","['귀멸', '칼날', '아사쿠사']",['애니메이션'],['소토자키 하루오'],[],10.437296037296038,0,0,,"['귀', '살대', '입대', '탄지', '로는', '매일', '소녀', '실종', '된다고', '마을', '향', '혈', '귀의', '냄새', '모습', '찾을', '없는', '가운데', '새로운', '소녀', '혈', '귀의', '손', '다가온다', '그다음', '탄지', '방문', '곳', '아사쿠사', '화려한', '도시', '즐비한', '상점', '당황', '탄지', '로는', '곳', '혈', '귀의', '냄새', '찾아낸다', '냄새', '인간', '혈', '귀로', '바꿀', '유일한', '존재', '이자', '탄지', '숙적', '이기도', '키부츠', '무잔', '이윽고', '탄지', '앞', '타마요', '유', '시로', '나타나는데']"
318,너는 내 아들,22334,117,1427,2023-06-28,드라마,미국,12세이상관람가,102,9.13,15,데이비드 헬링,알수없음,"“왜 하필 하느님께서는 외아들을 번제로 바치라고 하셨을까?” 어느 날 밤, 하나님이 아브라함을 찾아와 모리아 땅으로 가서 외아들 이사악을 번제로 바치라고 명령하신다. 아브라함은 다음 날 아내 사라를 뒤로 한 채 이사악과 3일간의 험난한 여정을 시작한다. “왜 하필 100살에 낳은, 독생자를 제물로 바치라고 하시는 걸까?” “왜 하필 3일이나 가야 하는 모리야 산에서 번제를 드리라고 하시는 걸까?” 탄식으로 가득한 질문이 계속되는 여정은 마침내 예루살렘 모리아 산에서 그 해답을 찾게 되는데 ...",['아들'],['드라마'],['데이비드 헬링'],[],15.651016117729503,0,0,,"['하필', '하느님', '께서는', '외아들', '제로', '바치', '라고', '하셨을까', '날', '밤', '하나님', '아브라함', '찾아와', '모리아', '땅', '가서', '외아들', '이사악', '제로', '바치', '라고', '명령', '하신다', '아브라함', '날', '아내', '사라', '뒤', '이사악', '3일', '간의', '험난한', '여정', '시작', '다', '하필', '100', '낳은', '독생자', '제물', '바치', '라고', '하시는', '걸까', '하필', '3일', '이나', '가야', '모리', '산', '번제', '드리라고', '하시는', '걸까', '탄식', '가득한', '질문', '계속', '되는', '여정', '마침내', '예루살렘', '모리아', '산', '해답', '찾게', '되는데']"
319,빈틈없는 사이,22198,291,3043,2023-07-05,멜로/로맨스,한국,15세이상관람가,112,7.56,68,이우철,"이지훈,한승연","벽 사이로 옆집과의 기막힌 동거! 가수의 꿈을 위해 오디션을 준비 중인 ‘승진’(이지훈). 죽마고우 친구들과 발품 팔아 구한 방에서 첫날 밤을 보내려는 순간, 어디선가 들려오는 한 맺힌 여인의 울음소리! 소리의 정체는 바로, 방음이 전혀 안 되는 집 때문에 다양한 방법으로 이사 오는 족족 옆집을 내쫓았던 ‘라니’(한승연)의 방해 공작! 하지만 승진은 호락호락한 상대가 아니었다! 벽 너머를 오가는 기상천외한 소음전쟁 끝에, 시간을 나눠 쓰는 동거 아닌 동거가 시작되고! 이름도, 얼굴도 모르는 서로의 일상을 공유하며 점점 미묘한 감정에 사로잡히는데… 살벌달콤 신개념 철벽 로맨스! 휴식도 연애도 쉴 틈 없이 빈틈없는 우리 사이, 이런 연애 처음일걸?","['빈틈', '없는', '사이']","['멜로', '로맨스']",['이우철'],"['이지훈', '한승연']",7.294774893197502,0,0,,"['벽', '사이', '옆집', '과의', '기막힌', '동거', '가수', '꿈', '오디션', '준비', '중인', '승진', '이지훈', '죽마고우', '친구', '발품', '구한', '방', '첫날', '밤', '보내려는', '순간', '선', '들려오는', '맺힌', '여인', '울음소리', '소리', '정체', '방음', '전혀', '안', '되는', '다양한', '방법', '이사', '오는', '족족', '옆집', '내쫓았던', '라니', '한승연', '방해', '공작', '승진', '호락호락한', '상대', '아니었다', '벽', '너머', '오가는', '기상', '천', '외한', '소음', '전쟁', '끝', '나눠', '쓰는', '동거', '아닌', '동거', '시작', '되고', '이름', '얼굴', '모르는', '서로', '일상', '공유', '하며', '점점', '미묘한', '감정', '사로잡히는데', '살벌', '달콤', '신', '개념', '철벽', '로맨스', '휴식', '연애', '쉴', '틈', '없이', '빈틈', '없는', '사이', '연애', '처음', '걸']"
320,스트리머,22111,181,2720,2023-05-10,"공포(호러),미스터리",한국,15세이상관람가,89,6.65,111,장형모,"이푸름,김모범,권민혁,김준형,심소영,이승희,김시운",한 BJ가 남긴 기괴한 영상의 진위를 밝히겠다며 한 폐건물로 모인 5명의 스트리머들. 각자 라이브 방송을 진행하며 건물을 살펴보던 그들의 섬뜩하고 소름 끼치는 현장은 그야말로 리얼하게 생중계 되는데…,['스트리머'],"['공포호러', '미스터리']",['장형모'],"['이푸름', '김모범', '권민혁', '김준형', '심소영', '이승희', '김시운']",8.129044117647059,0,0,,"['BJ', '남긴', '기괴한', '영상', '진위', '밝히겠다며', '폐', '건물', '모인', '명의', '스트리머', '라이브', '방송', '진행', '하며', '건물', '살펴보던', '섬뜩하고', '소름', '끼치는', '현장', '그야말로', '리얼', '하게', '생중계', '되는데']"
321,말임씨를 부탁해,21783,197,2206,2022-04-13,드라마,한국,전체관람가,110,9.13,8,박경목,"김영옥,김영민,박성연,김혜나,최서연,심소영,김재록,김하진,이주미,이지영,김수정,이양희,박선옥,이정은,이경미,김예슬,김한상,채윤희,정서인,김봉희,임강희,최정원,김준석,곽용,이미선,이미정,이현주,최자인,김태백,윤준협,민재,손예원,이세아,김희윤,곽민준,정경임,반혜영,정보미,정윤소,박재희,김영재,정성일","85세 대구의 꼬장 할매 정말임 여사는 자식 도움 1도 필요 없다며 인생 2막을 내돈내산 나홀로라이프로 즐기려 했건만 이놈의 몸이 말썽! 오랜만에 외아들 종욱의 방문 탓에 팔이 부러지고, 이 사고로 요양보호사 미선을 들이게 된다. 엄마 걱정에 CCTV까지 들이는 아들과는 마음과 다르게 모진 말만 오가고, 요양보호사는 어쩐지 꿍꿍이가 있는 것 같아 영 맘에 안 든다. 그렇게 마찰과 화해를 반복하던 중 종욱 가족이 불쑥 찾아온 명절날, 묻어두었던 관계의 갈등이 터져버리는데…. 가족이 뭐 별거야? 이제 함께 살 테니 “우리 말임씨를 부탁해!”","['임씨', '부탁', '해']",['드라마'],['박경목'],"['김영옥', '김영민', '박성연', '김혜나', '최서연', '심소영', '김재록', '김하진', '이주미', '이지영', '김수정', '이양희', '박선옥', '이정은', '이경미', '김예슬', '김한상', '채윤희', '정서인', '김봉희', '임강희', '최정원', '김준석', '곽용', '이미선', '이미정', '이현주', '최자인', '김태백', '윤준협', '민재', '손예원', '이세아', '김희윤', '곽민준', '정경임', '반혜영', '정보미', '정윤소', '박재희', '김영재', '정성일']",9.874433363553944,0,0,,"['85', '대구', '꼬장', '할매', '정말', '임', '여사', '자식', '도움', '필요', '없다며', '인생', '막', '돈', '산', '홀로', '라이프', '즐기려', '했건만', '몸', '말썽', '외아들', '종욱', '방문', '탓', '팔이', '부러지고', '사고', '요양보호사', '미', '선', '들이게', '엄마', '걱정', 'CCTV', '들이는', '아들', '과는', '마음', '다르게', '모진', '오가고', '요양보호사', '어쩐지', '꿍꿍', '같아', '맘', '안', '든다', '그렇게', '마찰', '화해', '반복', '하던', '종욱', '가족', '불쑥', '찾아온', '명절', '날', '묻어', '두었던', '관계', '갈등', '터져', '버리는데', '가족', '별거', '이제', '테', '임씨', '부탁', '해']"
322,라라랜드,3778633,50,763,2016-12-07,"드라마,뮤지컬,멜로/로맨스",미국,12세이상관람가,127,8.91,11988,데이미언 셔젤,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗","꿈을 꾸는 사람들을 위한 별들의 도시 ‘라라랜드’. 재즈 피아니스트 ‘세바스찬’(라이언 고슬링)과 배우 지망생 ‘미아’(엠마 스톤), 인생에서 가장 빛나는 순간 만난 두 사람은 미완성인 서로의 무대를 만들어가기 시작한다.","['라라', '랜드']","['드라마', '뮤지컬', '멜로', '로맨스']",['데이미언 셔젤'],"['엠마 스톤', '라이언 고슬링', '핀 위트록', 'J.K. 시몬스', '로즈마리 드윗']",4952.336828309305,0,0,,"['꿈', '꾸는', '사람', '도시', '라라', '랜드', '재즈', '피아니스트', '세바스찬', '라이언', '슬링', '배우', '지망', '생', '미아', '엠마', '스톤', '인생', '가장', '빛나는', '순간', '만난', '사람', '미완성', '서로', '무대', '만들어가기', '시작', '다']"
323,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,21564,107,2296,2023-04-06,애니메이션,일본,12세이상관람가,96,8.45,47,하타케야마 마모루,알수없음,"장래가 기대되는 우수한 수재들이 모인 슈치인 학원. 슈치인 학원 학생회에서 만난 부회장 시노미야 카구야와 회장 시로가네 미유키. 낭만적인 두뇌 싸움 끝에 두 천재는 서로에 대한 감정을 공유하고 문화제에서 첫 키스를 한다 그러나 아직 두 사람 사이에 이렇다 할 고백은 이루어지지 않고, 연인처럼 보였던 두 사람의 관계는 여전히 애매모호한 상태에서 크리스마스를 맞이하는데.. 완벽해지고 싶은 시로가네와 그의 완벽하지 않은 곳을 찾는 카구야. 천재들의 매우 ""정상적인"" 사랑 이야기가 시작된다! 아직 우리들의 첫 키스는 진행 중!","['카구야', '님', '고백', '받고', '싶어', '키스', '끝나지', '않아']",['애니메이션'],['하타케야마 마모루'],[],9.39198606271777,0,0,,"['장래', '기대', '되는', '우수한', '수재', '모인', '슈치', '학원', '슈치', '학원', '학생회', '만난', '부회장', '노미', '카구야', '회장', '시로', '가네', '미유키', '낭만', '두뇌', '싸움', '끝', '천재', '서로', '대한', '감정', '공유', '문화제', '키스', '아직', '사람', '사이', '이렇다', '할', '고백', '이루어지지', '않고', '연인', '처럼', '보였던', '사람', '관계', '애매모호한', '상태', '크리스마스', '맞이', '하는데', '완벽해지고', '싶은', '시로', '가네와', '완벽하지', '않은', '곳', '찾는', '카구야', '천재', '매우', '정상', '사랑', '이야기', '시작', '아직', '키스', '진행']"
324,모나리자와 블러드 문,21515,369,3939,2023-03-22,"판타지,미스터리,스릴러",미국,15세이상관람가,107,7.04,242,애나 릴리 아미푸르,"전종서,케이트 허드슨,에드 스크레인,에반 휘튼,크레이그 로빈슨","붉은 달이 뜨던 밤, 폐쇄병동에서 스스로 탈출한 '모나'(전종서)는 화려한 조명에 이끌려 도착한 낯선 도시에서 자신의 특별함을 알아챈 기묘한 사람들을 만난다. 모나의 능력으로 일확천금을 꿈꾸는 댄서 '보니'(케이트 허드슨) 모나한테 첫눈에 반한 로맨티스트 DJ '퍼즈'(에드 스크레인) 모나에게 락 스피릿을 가르친 11살의 소울메이트 '찰리'(에반 휘튼) 그리고 모나를 뒤쫓는 언럭키한 경찰 '해롤드'(크레이그 로빈슨)까지 완벽한 밤… 완전한 자유? 완성된 운명! 새로운 세상으로 향하는 '모나'의 모험이 펼쳐진다.","['모나리자', '블러드', '문']","['판타지', '미스터리', '스릴러']",['애나 릴리 아미푸르'],"['전종서', '케이트 허드슨', '에드 스크레인', '에반 휘튼', '크레이그 로빈슨']",5.462046204620462,0,0,,"['붉은', '달이', '뜨던', '밤', '폐쇄병동', '스스로', '탈출', '모나', '전종', '서는', '화려한', '조명', '이끌려', '도착', '낯선', '도시', '특별함을', '알아챈', '기묘한', '사람', '만난다', '모나', '능력', '일확천금', '꿈꾸는', '댄서', '보니', '케이트', '허드슨', '모나', '한테', '눈', '반한', '티스', '트', 'DJ', '퍼', '즈', '에드', '스', '크레인', '모나', '락', '스피릿', '가르친', '11', '살의', '소울메이트', '찰리', '반', '휘튼', '모나', '뒤', '쫓는', '언럭키', '경찰', '해롤드', '크', '레이', '로빈슨', '완벽한', '밤', '완전한', '자유', '완성', '된', '운명', '새로운', '세상', '향', '모나', '모험', '펼쳐진다']"
325,리코리쉬 피자,21277,222,3656,2022-02-16,"멜로/로맨스,드라마",미국,15세이상관람가,134,7.58,168,폴 토마스 앤더슨,"알라나 하임,쿠퍼 호프만,숀 펜,톰 웨이츠,브래들리 쿠퍼,베니 사프디",무엇이든 될 수 있을 것 같고 아무것도 될 수 없을 것 같은 사랑에 빠진 소년 개리와 불안한 20대를 지나고 있는 알라나 1973년 어느 찬란한 여름날 청춘의 한복판으로 달려가는 그들의 이야기,"['리코', '리쉬', '피자']","['멜로', '로맨스', '드라마']",['폴 토마스 앤더슨'],"['알라나 하임', '쿠퍼 호프만', '숀 펜', '톰 웨이츠', '브래들리 쿠퍼', '베니 사프디']",5.819748358862144,0,0,,"['이든', '될', '있을', '같고', '될', '없을', '같은', '사랑', '빠진', '소년', '개리', '불안한', '20', '대를', '지나고', '알라', '1973년', '찬란한', '여름날', '청춘', '복판', '달려가는', '이야기']"
326,광대: 소리꾼,23269,116,1090,2022-02-24,"사극,드라마",한국,12세이상관람가,130,8.7,86,조정래,"이봉근,이유리,김하연,박철민,김동완,김민준,이주미","영조 10년, 사라진 아내 간난을 찾아 나선 소리꾼 학규와 그의 딸 청이. 학규를 중심으로 뭉친 새로운 광대패들과 함께 흥과 한이 담긴 전국팔도의 여정이 시작된다. 가족을 찾기 위한 학규의 울림 있는 외침 “우리는 다시 만나야 한다!” 민족의 흥과 한이 다시 울려 퍼진다!","['광대', '소리', '꾼']","['사극', '드라마']",['조정래'],"['이봉근', '이유리', '김하연', '박철민', '김동완', '김민준', '이주미']",21.347706422018348,0,0,,"['영조', '10년', '사라진', '아내', '간난', '찾아', '나선', '소리', '꾼', '학규', '딸', '청', '학규', '중심', '뭉친', '새로운', '광대', '패', '담긴', '전국', '도의', '여정', '시작', '가족', '찾기', '학규', '울림', '외침', '다시', '만나야', '민족', '다시', '울려', '퍼진다']"
327,드림쏭2,21217,389,2087,2023-10-03,애니메이션,미국,전체관람가,90,9.2,5,마크 밸도,알수없음,"더 큰 무대로 돌아왔다! 이번엔 월드 투어다! 드림쏭 이후 1년, ‘버디’와 그의 밴드 ‘트루 블루’는 팬들의 열렬한 사랑을 받으며 눈의 마을의 인기 스타가 된다. ‘트루 블루’의 음악과 화려한 퍼포먼스 실력을 본 엔터테인먼트계의 거물 ‘랭’은 월드 클래스 스타 ‘리틀 폭시’와의 세계 투어 콘서트를 제안하고, ‘트루 블루’는 꿈을 위해 세계 투어 버스에 오른다. 하지만 ‘랭’의 친절한 제안에는 ‘버디’의 음악 에너지를 훔쳐 세계를 장악하려는 음흉한 계획이 숨겨져 있었는데.. 과연 ‘버디’는 ‘랭’으로부터 음악 에너지를 되찾고, 진정한 뮤직 쏘울로 세계를 지켜낼 수 있을까? 10월, 다시 함께 노래해!","['드림', '쏭']",['애니메이션'],['마크 밸도'],[],10.166267369429804,0,0,,"['더', '무대', '돌아왔다', '월드', '투어', '다', '드림', '쏭', '이후', '1년', '버디', '밴드', '트루', '블루', '팬', '열렬한', '사랑', '받으며', '눈', '마을', '인기', '스타', '트루', '블루', '음악', '화려한', '퍼포먼스', '실력', '엔터테인먼트', '계', '거물', '랭', '월드', '클래스', '스타', '리틀', '폭시', '와의', '세계', '투어', '콘서트', '제안', '트루', '블루', '꿈', '세계', '투어', '버스', '오른다', '랭', '친절한', '제안', '에는', '버디', '음악', '에너지', '훔쳐', '세계', '장악', '하려는', '음흉한', '계획', '숨겨져', '있었는데', '버디', '랭', '으로부터', '음악', '에너지', '되찾고', '진정한', '뮤직', '쏘울', '세계', '지켜', '낼', '있을까', '10월', '다시', '노래', '해']"
328,조커,5276513,206,2305,2019-10-02,"액션,드라마,스릴러",미국,15세이상관람가,123,8.97,4515,토드 필립스,"호아킨 피닉스,재지 비츠,로버트 드 니로,프란시스 콘로이,브렛 컬렌",고담시의 광대 아서 플렉은 코미디언을 꿈꾸는 남자. 하지만 모두가 미쳐가는 코미디 같은 세상에서 맨 정신으로는 그가 설 자리가 없음을 깨닫게 되는데… 이제껏 본 적 없는 진짜 ‘조커’를 만나라!,['조커'],"['액션', '드라마', '스릴러']",['토드 필립스'],"['호아킨 피닉스', '재지 비츠', '로버트 드 니로', '프란시스 콘로이', '브렛 컬렌']",2289.1596529284166,0,0,,"['담시', '광대', '아서', '플', '렉', '코미디언', '꿈꾸는', '남자', '미쳐가는', '코미디', '같은', '세상', '정신', '으로는', '자리', '없', '깨닫게', '되는데', '이제껏', '없는', '진짜', '조커', '나라']"
329,치악산,21028,220,2819,2023-09-13,"공포(호러),미스터리",한국,15세이상관람가,85,3.17,6,김선웅,"윤균상,김예원,연제욱,이태환,배그린,변진수,원미원,강현중,김양배,정보람,배유람,임준하,최기상,오현서,방상환","산악바이크 동아리 ‘산가자’의 리더 ‘민준’(윤균상)과 팀원들은 라이딩 영상을 촬영하기 위해 치악산으로 향한다. ‘민준’의 사촌 동생, ‘현지’(김예원) 아버지의 산장에 머물게 된 이들은 40년 전 ‘현지’ 아버지가 치악산에서 실종되었다는 사실을 알게 되고 그날 밤부터 팀원 ‘양배’(연제욱), ‘수아’(배그린), ‘이삭’(이태환)을 비롯한 모두에게 정체를 알 수 없는 기이한 일들이 벌어지는데 ……",['치악산'],"['공포호러', '미스터리']",['김선웅'],"['윤균상', '김예원', '연제욱', '이태환', '배그린', '변진수', '원미원', '강현중', '김양배', '정보람', '배유람', '임준하', '최기상', '오현서', '방상환']",7.459382759843916,0,0,,"['산악', '바이크', '동아리', '산', '자의', '리더', '민준', '윤균', '상', '팀원', '라이딩', '영상', '촬영', '하기', '치악산', '향', '민준', '사촌', '동생', '현지', '김예원', '아버지', '산장', '머물게', '된', '40년', '현지', '아버지', '치악산', '실종', '되었다는', '사실', '알', '게', '되고', '그날', '밤', '팀', '배', '연제욱', '수아', '배그린', '이삭', '태환', '비롯', '정체', '알', '없는', '기이한', '벌어지는데']"
330,겨울왕국 2,13768797,306,2202,2019-11-21,애니메이션,미국,전체관람가,103,8.95,6079,"크리스 벅,제니퍼 리","크리스틴 벨,이디나 멘젤,조시 게드,조나단 그로프","어느 날 부턴가 의문의 목소리가 엘사를 부르고, 평화로운 아렌델 왕국을 위협한다. 트롤은 모든 것은 과거에서 시작되었음을 알려주며 엘사의 힘의 비밀과 진실을 찾아 떠나야한다고 조언한다. 위험에 빠진 아렌델 왕국을 구해야만 하는 엘사와 안나는 숨겨진 과거의 진실을 찾아 크리스토프, 올라프 그리고 스벤과 함께 위험천만한 놀라운 모험을 떠나게 된다. 자신의 힘을 두려워했던 엘사는 이제 이 모험을 헤쳐나가기에 자신의 힘이 충분하다고 믿어야만 하는데… 두려움을 깨고 새로운 운명을 만나다!",['겨울왕국'],['애니메이션'],"['크리스 벅', '제니퍼 리']","['크리스틴 벨', '이디나 멘젤', '조시 게드', '조나단 그로프']",6252.8596730245235,0,0,,"['날', '부턴', '의문', '목소리', '엘사', '부르고', '평화로운', '아렌델', '왕국', '위협', '트롤', '과거', '시작', '되었음', '알려주며', '엘사', '힘', '비밀', '진실', '찾아', '떠나야', '한다고', '조언', '위험', '빠진', '아렌델', '왕국', '해야만', '엘사', '안나', '숨겨진', '과거', '진실', '찾아', '크리스토프', '올라프', '스벤', '위험천만', '놀라운', '모험', '떠나게', '힘', '두려워', '했던', '엘사', '이제', '모험', '헤쳐나가기에', '힘', '충분하다고', '믿어야만', '하는데', '두려움', '깨고', '새로운', '운명', '만나다']"
331,빌리와 용감한 녀석들: 황금 달걀 구조대,20973,306,1924,2023-10-26,애니메이션,멕시코,전체관람가,83,8.5,6,"가브리엘 리바 팔라시오 알라트리스테,로돌포 리바 팔라시오 알라트리스테",알수없음,치킨 히어로 ‘빌리’ 아빠가 되어 돌아왔다! 황금 달걀 ‘맥스’와 ‘울리’ 남매의 아빠가 된 ‘빌리’ 아빠가 되었다는 기쁨도 잠시! 만찬 행사 경매를 위해 재료를 찾던 마피아들에게 황금 달걀 남매가 납치되자 ‘빌리’와 달걀 특공대는 뒤를 쫓아 아프리카 콩고로 향한다. 수많은 장애물과 한치 앞도 알 수 없는 위험이 넘치지만 아이들을 구하기 위해 구조대를 결성한 그들! 과연 ‘빌리’는 경매가 시작되기 전에 ‘맥스’와 ‘울리’ 남매를 구하고 평화로운 목장으로 돌아 갈 수 있을까? 이제부터 황금 달걀 구출 대작전이 시작된다!,"['빌리와', '용감한', '황금', '달걀', '구조대']",['애니메이션'],"['가브리엘 리바 팔라시오 알라트리스테', '로돌포 리바 팔라시오 알라트리스테']",[],10.900727650727651,0,0,,"['치킨', '히어로', '빌리', '아빠', '되어', '돌아왔다', '황금', '달걀', '맥스', '울리', '남매', '아빠', '된', '빌리', '아빠', '되었다는', '기쁨', '만찬', '행사', '경매', '재료', '찾던', '마피아', '황금', '달걀', '남매', '납치', '되자', '빌리와', '달걀', '특공대', '뒤', '쫓아', '아프리카', '콩고', '향', '수많은', '장애물', '한치', '앞', '알', '없는', '위험', '넘치지만', '하기', '구조대', '결성', '빌리는', '경매', '시작', '되기', '맥스', '울리', '남매', '평화로운', '목장', '돌아', '갈', '있을까', '이제', '황금', '달걀', '구출', '대작', '전이', '시작']"
332,프린세스 아야,20761,348,2347,2022-09-21,"판타지,뮤지컬",한국,전체관람가,90,7.01,151,이성강,"백아연,박진영","동물로 변하는 저주를 가진 아이들이 태어나는 연리지 왕국. 연리지의 공주 ‘아야’(백아연)는 어린 시절 엄마가 남겨주신 신비로운 힘을 가진 팔찌로 정체를 숨기며 산다. 이웃나라 바타르가 강력한 군사력으로 영토를 확장하며 주변국들을 위협하자 ‘아야’는 연리지를 지키기 위해 얼굴도 모르는 바타르의 왕자 ‘바리’(박진영)와 정략결혼을 결심한다. 한편, 바타르의 장군 ‘섭정’은 왕자를 제거하고 전쟁을 일으키려는 음모를 꾸미는데… 저주의 비밀을 풀고 평화를 지키려는 ‘아야 공주’와 전쟁을 막고자 하는 ‘바리 왕자’의 운명을 넘어선 환상적인 모험이 펼쳐진다!",['프린세스'],"['판타지', '뮤지컬']",['이성강'],"['백아연', '박진영']",8.845760545377077,0,0,,"['동물', '변하는', '저주', '가진', '태어나는', '연리지', '왕국', '연리지', '공주', '백아연', '어린', '시절', '엄마', '남겨주신', '신비로운', '힘', '가진', '팔찌', '정체', '숨기', '며', '산다', '이웃', '나라', '바타르', '강력한', '군사력', '영토', '확장', '하며', '변국', '위협', '하자', '연리지', '지키기', '얼굴', '모르는', '바타르', '왕자', '바리', '박진영', '정략결혼', '결심', '바타르', '장군', '섭정', '왕자', '제거', '전쟁', '일으키려는', '음모', '꾸미는데', '저주', '비밀', '풀', '평화', '지키려는', '공주', '전쟁', '막고자', '바리', '왕자', '운명', '넘어선', '환상', '모험', '펼쳐진다']"
333,극장판 피노키오 위대한 모험,19844,208,1074,2023-07-13,"애니메이션,어드벤처",헝가리,전체관람가,84,7.15,27,바실리 로벤스키,"폴리 쇼어,존 헤더,톰 케니","외로이 살던 제페토 할아버지가 남자아이 모습의 나무 인형을 만들고 피노키오라는 이름을 붙이고 함께 살아간다. 그러던 어느 날, 세상을 구경하고 싶던 피노키오는 우연한 기회에 서커스단과 함께 공연을 하게 되고 그곳에서 ‘벨라’라는 친구를 만나 좋아하게 된다. 하지만 자신은 진짜 사람이 아니라 ‘벨라’의 관심을 받을 수 없을 거라는 생각에 좌절하고 그녀에게 인정받는 진짜 인간이 되기 위해 위대한 모험을 떠난다! 피노키오는 과연 진짜 인간이 되어 ‘벨라’의 사랑을 얻을 수 있을까?","['극장판', '피노키오', '위대한', '모험']","['애니메이션', '어드벤처']",['바실리 로벤스키'],"['폴리 쇼어', '존 헤더', '톰 케니']",18.476722532588454,0,0,,"['외로이', '살던', '제페토', '할아버지', '남자', '모습', '나무', '인형', '만들고', '피노키오', '라는', '이름', '붙이', '살아간다', '그러던', '날', '세상', '구경', '싶던', '피노키오', '우연', '기회', '서커스', '공연', '하게', '되고', '곳', '벨라', '라는', '친구', '만나', '좋아하게', '진짜', '사람', '아니라', '벨라', '관심', '받을', '없을', '라는', '생각', '좌절', '인정받는', '진짜', '인간', '되기', '위대한', '모험', '떠난다', '피노키오', '진짜', '인간', '되어', '벨라', '사랑', '얻을', '있을까']"
