movieId,movieTitle,movieRelease,revenue,audience,screen,screening ,movieNation,movieGrade,movieGenre,movieDirector,movieActors
501,그대 어이가리,2023-03-08,"73,826,394","9,232",82,"1,024",한국,12세이상관람가,드라마,이창열,"선동혁,정아미,박종진,장은주,정혜자"
502,도쿄 리벤저스,2022-01-19,"91,592,000","16,871",210,"1,669",일본,15세이상관람가,"드라마,액션",하나부사 츠토무,"키타무라 타쿠미,요시자와 료,야마다 유키,마미야 쇼타로"
503,미싱타는 여자들,2022-01-20,"73,907,819","11,408",36,924,한국,전체관람가,다큐멘터리,"이혁래,김정영","이숙희,신순애,임미경,노석미"
504,경아의 딸,2022-06-16,"63,677,100","9,112",54,"1,016",한국,15세이상관람가,드라마,김정은,"김정영,하윤경,임형태,이채경,이지하,최희진,김우겸,이세랑,양흥주,양석희,박혜진,장호준,김아석,유병훈,이혜림,방예인,김학룡,한서준,이슬이,이수아,이천희,변성범,박윤석,이지원,구자은,김예지,금동호,곽민준,장준휘,전소현,장리우,임용순,권오성,최혜영,이형주,박송열,목충헌"
505,베르네 부인의 장미정원,2022-06-09,"82,414,400","9,094",37,720,프랑스,12세이상관람가,드라마,,까뜨린느 프로
506,비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,2022-07-27,"149,441,500","9,060",18,331,한국,전체관람가,코미디,최소망,
507,애프터 미투,2022-10-06,"64,596,698","9,047",71,723,한국,15세이상관람가,다큐멘터리,"박소현,이솜이,강유가람,김소람",
508,아마겟돈 타임,2022-11-23,"77,597,848","9,017",186,"1,847",미국,12세이상관람가,드라마,제임스 그레이,"앤 해서웨이,안소니 홉킨스"
509,"자우림, 더 원더랜드",2023-06-07,"93,976,269","8,979",109,"1,122",한국,전체관람가,다큐멘터리,"김지환,허민",
510,수프와 이데올로기,2022-10-20,"81,468,550","9,054",45,980,한국,12세이상관람가,다큐멘터리,양영희,"강정희,양영희,아라이 카오루"
511,물방울을 그리는 남자,2022-09-28,"79,995,000","8,997",47,991,한국,전체관람가,다큐멘터리,"김오안,브리짓 부이요",김창열
512,쿠폰의 여왕,2022-04-27,"64,732,700","8,896",180,"1,476",미국,15세이상관람가,"코미디,범죄",아론 고뎃,"크리스틴 벨,빈스 본"
513,빅슬립,2023-11-22,"65,752,597","8,873",61,856,한국,15세이상관람가,드라마,김태훈,"김영성,최준우"
515,금의 나라 물의 나라,2023-11-15,"62,175,770","8,763",141,"1,524",일본,전체관람가,애니메이션,와타나베 코토노,
516,가가린,2022-12-22,"85,379,374","8,759",41,929,프랑스,12세이상관람가,SF,"파니 리에타르,제레미 트루일","피네건 올드필드,드니 라방,알세니 바틸리,리나 쿠드리"
517,"파리, 13구",2022-05-12,"84,772,760","8,704",59,"1,092",프랑스,청소년관람불가,"드라마,멜로/로맨스",자크 오디아르,노에미 멜랑
518,극장판 파워레인저 캡틴포스: 지구를 위한 싸움,2023-01-19,"82,651,478","8,700",147,"1,095",일본,전체관람가,"액션,어드벤처",나카자와 쇼지로,오자와 료타
519,6번 칸,2023-03-08,"81,662,784","8,681",41,788,독일,15세이상관람가,"드라마,멜로/로맨스",유호 쿠오스마넨,"세이디 하를라,유리 보리소프"
520,사슴의 왕,2023-05-25,"64,085,149","8,614",119,767,일본,12세이상관람가,애니메이션,미야지 마사유키,"츠츠미 신이치,타케우치 료마"
521,쓰리: 아직 끝나지 않았다,2022-04-21,"59,127,000","8,573",77,579,한국,15세이상관람가,"드라마,범죄,스릴러",박루슬란,
522,엘 카미노,2023-03-29,"90,188,000","8,528",34,823,한국,전체관람가,다큐멘터리,손미나,
523,더 썬,2023-07-19,"74,284,419","8,504",62,914,영국,15세이상관람가,드라마,플로리안 젤러,"휴 잭맨,로라 던,바네사 커비,젠 맥그라스,안소니 홉킨스"
524,힙노틱,2023-09-20,"78,114,011","8,405",113,"1,170",미국,15세이상관람가,"SF,액션",로버트 로드리게즈,"벤 애플렉,앨리스 브라가,윌리엄 피츠너"
525,비욘드 라이브 더 무비 : 샤이니 월드,2022-06-29,"133,198,500","8,325",13,172,한국,전체관람가,공연,,
525,샤이닝,2023-06-28,"71,236,578","15,126",45,695,미국,청소년관람불가,"공포(호러),스릴러",스탠리 큐브릭,"잭 니콜슨,셸리 듀발,대니 로이드"
527,같은 속옷을 입는 두 여자,2022-11-10,"75,265,892","8,497",53,"1,013",한국,15세이상관람가,드라마,김세인,"임지호,양말복,정보람,양흥주,이유경,최경준,이양희,권정은,박희은,안수경,문종훈,이우정,이호원,이지은,김하진,김선율,성미경,박성일,신정은,최선웅,김미영,최요운,윤태희,장지용,신치영,임동민,오은지"
528,아머드 사우루스: 기계공룡제국의 침략,2023-04-20,"76,296,435","8,252",236,"1,042",한국,전체관람가,"애니메이션,액션,어드벤처",강대일,"이도엽,서은하,유재연,최지웅,심규혁,최한,김신우,정주원"
529,만인의 연인,2022-12-01,"65,055,300","8,387",52,534,한국,15세이상관람가,드라마,한인미,"황보운,서영희,홍사빈,김민철,전석호,우지현,박정연,이유지,김도경"
530,바커스: 고양이를 조심해!,2022-10-27,"66,914,152","8,229",181,770,러시아,전체관람가,애니메이션,,
531,메모리아,2022-12-29,"77,637,439","8,188",42,852,기타,12세이상관람가,드라마,아핏차퐁 위라세타쿤,"틸다 스윈튼,잔느 발리바"
532,테넷,2020-08-26,"120,044,500","2,009,304",20,323,미국,12세이상관람가,"액션,SF",크리스토퍼 놀란,"존 데이비드 워싱턴,로버트 패틴슨,엘리자베스 데비키,애론 테일러 존슨,마이클 케인,케네스 브래너,히메쉬 파텔,클레멘스 포시,유리 코로콜니코브,앤드류 하워드,마틴 도노반"
533,오즈의 마법사,2012-05-03,"63,810,968","13,078",52,732,미국,전체관람가,"가족,판타지,어드벤처,뮤지컬",빅터 플레밍,주디 갈란드
534,사랑하는 당신에게,2023-05-31,"69,695,350","8,058",28,607,벨기에,12세이상관람가,드라마,델핀 르에리세,프랑수아 베를레앙
536,십센치 : 권정열 인 시네마,2022-10-08,"182,562,000","7,977",20,187,한국,15세이상관람가,공연,김병준,
537,덩케르크,2017-07-20,"128,123,500","2,813,528",17,202,미국,12세이상관람가,"액션,드라마,스릴러,전쟁",크리스토퍼 놀란,"톰 하디,마크 라이런스,케네스 브래너,킬리언 머피,제임스 다시,케빈 구스리"
538,엄마의 땅: 그리샤와 숲의 주인,2023-01-25,"72,729,889","7,939",121,892,한국,전체관람가,"애니메이션,어드벤처,판타지",박재범,"이윤지,김서영,이용녀,김예은,강길우,이관목,송철호,이용녀"
539,강다니엘: 마이 퍼레이드,2023-08-30,"158,654,500","7,933",26,287,한국,전체관람가,"공연,다큐멘터리",박재석,강다니엘
540,마에스트로 번스타인,2023-12-06,"65,533,100","7,900",61,842,미국,15세이상관람가,드라마,브래들리 쿠퍼,"캐리 멀리건,브래들리 쿠퍼"
541,둠둠,2022-09-15,"64,874,099","7,894",74,760,한국,15세이상관람가,드라마,정원희,"김용지,윤유선,박종환,김진엽,김다온,베스티,안민영,김승비,김광섭,장승현,문서윤"
542,인어가 잠든 집,2022-01-28,"70,385,730","7,828",90,"1,032",일본,12세이상관람가,드라마,츠츠미 유키히코,"시노하라 료코,니시지마 히데토시,사카구치 켄타로,카와에이 리나"
543,스프린터,2023-05-24,"64,161,980","8,048",48,867,한국,12세이상관람가,드라마,최승연,"박성일,공민정,임지호,전신환,송덕호,최준혁,한태경"
544,곰돌이 푸: 피와 꿀,2023-04-06,"88,613,286","7,792",189,"1,508",영국,청소년관람불가,"공포(호러),스릴러",,
545,약속,2023-11-01,"67,773,608","7,771",42,445,한국,전체관람가,다큐멘터리,민병훈,"민시우,민병훈,안은미"
547,베르히만 아일랜드,2022-08-04,"70,163,598","7,643",45,786,프랑스,15세이상관람가,"드라마,멜로/로맨스",미아 한센-로브,"빅키 크리엡스,팀 로스,미아 와시코브스카,앤더스 다니엘슨 라이"
548,어느 멋진 아침,2023-09-06,"68,265,669","7,639",50,815,프랑스,15세이상관람가,"드라마,멜로/로맨스",미아 한센-로브,"레아 세이두,멜빌 푸포,파스칼 그레고리,니콜 가르시아,카미유 르방 마르탱"
549,플래닛,2023-07-05,"66,394,408","7,626",135,"1,015",러시아,12세이상관람가,"SF,어드벤처",드미트리 키셀레브,
550,성적표의 김민영,2022-09-08,"72,228,161","7,727",48,"1,031",한국,전체관람가,드라마,"이재은,임지선","김주아,윤아정,손다현,임종민,심이안,조형일"
551,만강홍: 사라진 밀서,2023-10-11,"64,451,145","7,588",153,"1,193",중국,15세이상관람가,"미스터리,드라마",장예모,
552,놈이 우리 안에 있다,2022-11-23,"53,874,793","7,542",91,691,미국,15세이상관람가,"미스터리,스릴러",조쉬 루벤,"샘 리차드슨,밀라나 바인트루브,조지 바실,사라 번즈,마이클 체너스,캐서린 커틴"
553,문맨,2023-01-11,"58,867,108","7,539",134,883,중국,12세이상관람가,"드라마,코미디,판타지",장츠위,"선텅,마리"
554,러브액츄얼리: 크리스마스 에디션,2013-12-18,"60,293,750","40,275",61,879,미국,청소년관람불가,"멜로/로맨스,드라마,코미디",리차드 커티스,"휴 그랜트,콜린 퍼스,리암 니슨,키이라 나이틀리,엠마 톰슨"
555,애프터: 에버 해피,2022-09-21,"66,288,200","7,505",128,"1,858",미국,15세이상관람가,멜로/로맨스,캐스틸 랜던,"조세핀 랭포드,히어로 파인즈 티핀"
556,어바웃 타임,2013-12-05,"65,728,500","3,454,200",36,533,영국,15세이상관람가,"멜로/로맨스,코미디",리차드 커티스,"레이첼 맥아담스,도널 글리슨,빌 나이"
557,이공삼칠,2022-06-08,"70,229,820","7,458",89,969,한국,15세이상관람가,"가족,드라마",모홍진,"홍예지,김지영,황석정,김미화,신은정,전소민,정인기,윤미경,현영균,김도연,김영민,홍서준,서진원,조하석,김다솔,임도균,김소민,박란,노영학,은지혜,한담희,백상희,박현서,김세진,최가인,권아름,강동하,이윤경,정지아,정다은,박소윤,김나영,김지은,우수빈"
558,장기자랑,2023-04-05,"70,451,195","7,436",57,947,한국,12세이상관람가,다큐멘터리,이소현,"김명임,김도현,김순덕,박유신,이미경,최지영,박혜영,김태현"
559,마에스트로,2023-08-09,"64,715,111","7,389",45,788,프랑스,12세이상관람가,드라마,브뤼노 시슈,"이반 아탈,피에르 아르디티,미우-미우"
560,뮤지컬 킹키부츠 라이브,2022-04-28,"132,475,000","7,379",47,373,영국,12세이상관람가,"공연,뮤지컬",브렛 설리반,
561,"조제, 호랑이 그리고 물고기들",2021-03-31,"61,794,430","32,969",107,"1,049",일본,12세이상관람가,애니메이션,타무라 코타로,"나카가와 타이시,키요하라 카야"
562,뮤지컬 레드북,2023-01-25,"141,349,500","7,296",35,403,한국,15세이상관람가,뮤지컬,곽기영,
563,웃는남자 감독판,2019-11-29,"145,527,500","20,368",8,80,한국,전체관람가,공연,김수기,"박강현,양준모,민경아,신영숙,조휘,이상준,김나윤,박준우,백승호"
564,레벤느망,2022-03-10,"65,665,170","7,273",64,"1,086",프랑스,15세이상관람가,드라마,오드리 디완,아나마리아 바토로메이
565,창밖은 겨울,2022-11-24,"56,858,992","7,267",55,866,한국,12세이상관람가,"드라마,멜로/로맨스",이상진,"곽민규,한선화,안민영,목규리,천신남,박현민,이재우,손성찬,김민희,주은실,이정비,양지웅,김진혁,최희진,이익수"
566,비밀,2023-12-13,"72,247,305","7,210",126,902,한국,청소년관람불가,"미스터리,드라마,스릴러","임경호,소준범","김정현,박성현,길해연,다원,송병훈,박성민"
567,에펠,2022-03-23,"66,593,890","7,209",182,"1,361",프랑스,15세이상관람가,"멜로/로맨스,드라마",마르탱 부르불롱,"로맹 뒤리스,에마 매키,피에르 델라돈챔프스"
568,비의도적 연애담 스페셜,2023-06-14,"107,713,000","7,181",23,289,한국,12세이상관람가,"드라마,멜로/로맨스",장의순,"차서원,공찬"
569,극장판 금빛 모자이크 땡큐!!,2022-03-09,"35,868,000","7,171",60,653,일본,전체관람가,애니메이션,,
570,교토에서 온 편지,2023-12-06,"60,866,197","7,116",66,808,한국,12세이상관람가,드라마,김민주,"한선화,차미경,한채아,송지현"
571,극장판 아름다운 그: 이터널,2023-07-12,"66,289,550","7,102",94,"1,021",일본,15세이상관람가,멜로/로맨스,사카이 마이,"하기와라 리쿠,야기 유세이"
572,노스맨,2022-08-31,"64,057,299","7,048",39,553,미국,청소년관람불가,드라마,로버트 에거스,"알렉산더 스카스가드,안야 테일러 조이,니콜 키드먼,클라에스 방,에단 호크,비요크,윌렘 데포"
575,스타 이즈 본,2018-10-09,"76,171,439","535,462",56,617,미국,15세이상관람가,"드라마,멜로/로맨스",브래들리 쿠퍼,"브래들리 쿠퍼,레이디 가가,샘 엘리엇,그렉 그룬버그"
576,아라시 20주년 투어 콘서트 5✕20,2022-08-31,"100,955,000","6,920",18,234,일본,전체관람가,공연,츠츠미 유키히코,"오노 사토시,사쿠라이 쇼,아이바 마사키,니노미야 카즈나리,마츠모토 준"
577,복지식당,2022-04-14,"50,273,100","6,869",53,900,한국,12세이상관람가,드라마,"정재익,서태수","조민상,한태경,임호준,송민혁,서태수,서재희"
578,다이브: 100 피트 추락,2023-11-08,"59,292,123","6,830",109,825,독일,12세이상관람가,스릴러,맥시밀리언 엘렌와인,"소피 로우,루이자 크로즈"
579,홈리스,2022-09-15,"49,834,597","7,057",86,905,한국,12세이상관람가,"드라마,가족",임승현,"전봉석,박정연"
580,썬다운,2022-08-31,"62,008,199","6,823",45,880,프랑스,15세이상관람가,"미스터리,드라마",미셸 프랑코,"팀 로스,샤를로뜨 갱스부르"
581,세이레,2022-11-24,"52,915,083","6,822",70,560,한국,15세이상관람가,"드라마,스릴러,미스터리",박강,"서현우,류아벨,심은우,김우겸,고은민,김미경,차래형,이해운,이가경,전운종,서진원,김금순,장유상,김충근,진수선,유정호,구민혁,양한슬,송덕호,조동우,문지영,강동인"
582,오늘부터 우리는!!,2022-04-15,"35,193,700","6,930",21,291,일본,15세이상관람가,"코미디,액션",후쿠다 유이치,"이토 켄타로,세이노 나나"
583,고양이들의 아파트,2022-03-17,"58,489,970","6,680",75,"1,096",한국,전체관람가,다큐멘터리,정재은,"김포도,이인규,김수만"
584,샷건 웨딩,2023-03-29,"51,048,300","6,661",126,"1,307",미국,15세이상관람가,"액션,멜로/로맨스,코미디",제이슨 무어,"제니퍼 로페즈,조쉬 더하멜"
585,극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,2022-12-01,"54,361,179","6,621",103,915,일본,전체관람가,"액션,어드벤처",타자키 류타,
586,오디션,2023-04-19,"68,906,700","6,590",122,"1,155",일본,청소년관람불가,공포(호러),미이케 다카시,"이시바시 료,시이나 에이히,쿠니무라 준"
